80	100	100	100
51	53	71
70	10	3
78	41	34
15	2	62
8	57	33
62	44	38
43	53	75
46	63	83
64	86	96
51	82	53
28	71	98
3	98	83
25	58	46
88	97	58
6	21	42
23	95	56
84	28	17
56	97	58
95	26	87
51	64	21
87	95	83
14	25	96
99	70	15
84	19	39
17	44	81
92	49	19
81	41	36
66	88	84
82	91	72
61	12	48
74	43	82
46	79	72
97	98	75
95	9	39
7	48	47
13	76	69
94	48	23
8	54	1
10	58	89
33	13	79
54	4	77
93	45	59
1	90	23
73	56	44
92	19	70
26	58	84
3	11	82
44	58	59
71	14	13
38	75	19
2	77	62
57	97	66
27	30	38
18	41	10
52	89	31
11	11	51
43	21	65
66	5	71
71	39	57
88	90	91
53	84	78
49	46	67
37	53	87
75	56	26
50	21	48
54	74	3
78	81	85
2	31	84
54	31	88
65	26	50
2	30	10
49	56	92
19	21	45
36	94	84
69	42	21
66	32	1
85	16	51
99	96	48
65	81	46
64	67	74
