80	100	100	100
72	2	100
67	54	100
9	74	100
34	52	100
87	69	100
61	35	100
85	49	100
97	73	100
86	32	100
80	88	100
19	41	100
24	24	100
20	43	100
89	78	100
30	73	100
30	71	100
22	4	100
46	73	100
58	23	100
83	39	100
60	15	100
53	64	100
46	60	100
18	31	100
72	82	100
90	50	100
33	45	100
57	59	100
21	42	100
26	92	100
38	18	100
34	5	100
32	2	100
97	70	100
73	80	100
17	69	100
37	46	100
27	44	100
7	59	100
84	34	100
85	10	100
50	22	100
21	56	100
76	12	100
32	36	100
44	10	100
48	75	100
65	35	100
75	71	100
48	19	100
51	73	100
3	60	100
99	34	100
92	70	100
51	68	100
91	20	100
94	76	100
63	25	100
35	52	100
69	1	100
2	72	100
2	72	100
50	14	100
34	22	100
15	52	100
58	19	100
65	4	100
95	55	100
88	80	100
86	85	100
66	7	100
68	41	100
13	96	100
47	71	100
71	11	100
82	74	100
5	90	100
43	31	100
59	77	100
1	54	100
