60	100	100	100
16	32	34
18	31	17
33	31	27
14	34	12
21	20	30
4	27	12
7	27	25
7	33	12
19	14	17
4	28	16
14	34	22
22	29	26
25	16	5
26	10	26
14	22	30
2	30	1
14	23	22
25	7	4
10	34	29
2	8	15
16	33	6
30	14	27
23	12	2
5	15	34
29	20	31
22	7	26
15	3	29
2	19	2
13	16	26
16	11	2
2	27	32
1	17	24
1	13	16
3	1	19
7	12	4
29	30	30
17	15	32
32	3	6
11	10	1
29	29	19
32	23	23
27	26	24
4	15	34
20	7	10
6	30	28
14	3	28
29	20	27
11	20	9
1	27	30
25	10	17
5	11	14
10	15	1
17	32	13
26	19	21
27	18	12
11	12	34
21	14	7
19	11	20
10	9	9
24	7	31
