80	100	100	100
96	94	28
95	88	32
69	92	14
84	73	42
74	83	8
98	90	9
86	98	45
94	71	35
81	70	23
81	79	5
75	67	4
81	70	12
96	72	17
93	75	27
91	74	44
86	68	2
97	70	34
77	93	47
81	84	12
67	90	42
93	88	33
85	71	28
88	78	30
92	67	31
76	93	15
72	84	39
91	80	30
74	86	39
88	68	45
68	93	43
91	88	47
92	69	7
71	90	2
82	70	11
76	73	6
91	76	17
96	83	1
77	80	25
91	68	44
87	72	33
94	74	39
71	99	42
93	92	47
91	91	9
86	67	28
76	79	9
72	99	3
97	71	8
66	83	40
68	72	17
86	84	48
80	98	2
77	79	40
81	89	7
88	69	30
67	82	39
97	69	40
67	84	21
98	73	15
92	92	8
97	70	17
68	71	44
96	96	28
68	70	18
80	85	45
73	91	35
99	73	48
70	95	44
73	95	10
91	91	16
80	78	40
76	84	47
76	85	41
84	71	16
97	76	41
78	83	29
82	73	19
87	80	11
96	93	41
90	73	45
