100	100	100	100
20	68	84
43	78	82
2	95	74
28	79	86
24	90	92
21	91	89
44	69	85
44	87	77
47	79	81
16	87	71
24	79	98
47	82	85
12	83	96
30	99	92
40	77	89
27	93	92
23	83	93
45	71	67
23	97	83
35	93	77
34	88	78
3	66	90
46	66	78
11	71	97
43	98	74
18	99	80
7	72	94
37	75	80
29	68	94
47	73	81
36	91	69
34	89	71
25	89	81
36	89	87
46	75	68
38	68	92
9	87	70
24	90	93
21	83	92
18	82	90
38	98	74
37	73	88
49	89	73
26	90	86
27	76	78
18	73	92
2	84	89
45	90	85
29	74	82
22	97	72
20	94	95
13	78	70
38	75	72
21	88	71
39	77	79
4	95	86
33	72	96
27	84	68
22	74	70
42	85	69
1	78	87
43	87	97
3	79	74
36	66	91
16	90	93
26	83	84
9	86	96
12	87	66
19	84	81
39	68	88
5	99	79
34	86	92
11	81	67
42	75	85
34	88	95
33	74	82
39	70	75
7	69	83
21	88	77
12	85	74
3	74	83
48	75	67
44	94	90
43	98	80
14	73	78
10	72	91
33	73	91
40	94	68
33	71	99
30	73	74
41	90	89
18	97	94
39	75	81
15	92	81
4	97	94
31	70	68
22	88	71
49	83	73
46	94	85
37	86	86
