90	100	100	100
8	66	100
65	98	100
11	55	100
20	85	100
95	76	100
78	35	100
69	42	100
29	24	100
37	27	100
54	49	100
79	82	100
80	24	100
23	44	100
7	19	100
62	55	100
81	1	100
17	30	100
91	39	100
8	12	100
9	71	100
27	25	100
89	18	100
52	60	100
25	28	100
83	6	100
62	83	100
93	30	100
85	2	100
58	47	100
20	76	100
96	87	100
84	56	100
73	88	100
26	26	100
64	59	100
26	76	100
39	88	100
90	46	100
31	88	100
8	90	100
92	50	100
24	6	100
24	65	100
61	9	100
84	81	100
3	83	100
41	59	100
27	19	100
15	37	100
91	65	100
91	38	100
83	76	100
4	37	100
54	90	100
51	32	100
90	31	100
85	20	100
58	10	100
9	61	100
7	75	100
57	86	100
57	22	100
43	59	100
89	32	100
31	44	100
68	9	100
80	17	100
69	99	100
16	41	100
9	61	100
15	93	100
99	65	100
33	32	100
72	3	100
88	3	100
75	1	100
38	35	100
63	34	100
14	28	100
54	5	100
94	6	100
39	93	100
43	47	100
39	62	100
2	20	100
86	93	100
53	1	100
91	80	100
48	76	100
46	11	100
