70	100	100	100
6	25	26
31	31	24
5	32	26
27	28	1
6	33	22
28	16	16
8	27	4
25	22	2
8	11	34
23	32	34
7	18	17
28	28	1
24	21	27
32	33	34
9	24	10
29	16	7
9	20	6
22	3	8
29	31	4
26	24	18
33	2	11
23	21	33
13	7	5
26	30	10
25	33	31
12	23	16
30	5	23
34	20	10
29	22	9
31	19	28
17	10	23
4	23	14
27	10	30
10	19	15
20	29	11
4	18	24
4	32	5
30	1	4
1	15	12
28	10	9
12	30	1
20	17	8
6	12	26
32	31	32
26	25	15
26	16	25
27	21	8
10	19	10
23	4	29
30	2	9
22	11	14
10	12	6
6	2	14
18	10	32
22	21	7
8	32	20
10	18	11
5	30	8
27	23	30
19	4	33
23	6	20
33	34	21
21	28	19
2	19	32
31	17	3
28	23	29
26	12	31
6	30	5
4	32	16
30	34	12
