80	100	100	100
19	82	76
16	76	74
40	79	82
36	75	69
32	73	77
1	97	67
13	68	80
46	70	96
48	73	74
1	74	98
21	97	66
33	88	70
20	99	70
19	90	91
29	71	78
1	84	71
5	80	81
11	72	66
24	87	97
35	96	93
46	84	76
33	96	74
45	86	97
1	85	84
39	66	89
26	95	96
9	96	81
3	70	77
7	92	96
12	94	94
28	93	93
20	71	94
45	98	70
23	72	71
32	91	79
40	95	73
34	98	98
18	68	84
45	90	95
36	87	66
29	77	93
22	88	76
13	85	72
30	71	68
44	84	83
39	98	74
35	96	98
6	90	68
33	87	76
37	84	94
2	68	89
6	87	88
13	78	81
48	93	84
9	76	99
23	80	93
8	84	68
25	88	89
33	68	72
42	71	72
28	94	77
46	91	94
27	71	92
24	73	71
10	75	96
36	85	97
24	83	92
34	86	91
23	93	69
26	69	97
3	80	99
23	71	89
2	75	96
24	94	88
42	79	91
11	89	92
7	70	94
2	74	87
43	94	92
36	95	73
