100	100	100	100
34	63	100
60	27	100
59	91	100
8	33	100
54	82	100
37	68	100
28	52	100
74	57	100
23	6	100
39	85	100
22	27	100
4	42	100
24	57	100
30	60	100
70	40	100
17	81	100
17	33	100
44	7	100
82	59	100
76	41	100
19	80	100
89	5	100
59	61	100
60	30	100
83	2	100
93	14	100
79	5	100
25	78	100
20	92	100
36	10	100
42	83	100
84	51	100
30	40	100
83	91	100
74	9	100
85	3	100
47	60	100
84	78	100
85	38	100
84	90	100
74	75	100
67	3	100
86	89	100
67	60	100
69	86	100
69	71	100
90	9	100
90	48	100
81	2	100
33	91	100
1	55	100
2	23	100
86	41	100
72	41	100
65	41	100
17	40	100
73	48	100
71	44	100
97	14	100
33	51	100
30	45	100
75	55	100
27	46	100
60	78	100
69	83	100
10	57	100
46	84	100
14	47	100
28	33	100
58	19	100
42	3	100
6	37	100
31	51	100
70	50	100
74	46	100
24	59	100
76	97	100
64	82	100
63	26	100
87	13	100
75	86	100
62	39	100
16	59	100
59	82	100
8	36	100
14	42	100
71	92	100
31	80	100
90	33	100
31	50	100
84	36	100
48	98	100
59	46	100
25	69	100
27	27	100
71	3	100
13	38	100
99	93	100
70	58	100
32	10	100
