90	100	100	100
24	11	19
48	3	72
19	58	27
35	51	5
80	68	63
92	54	38
8	8	78
74	55	28
36	26	10
27	48	96
85	80	71
89	77	8
32	39	30
75	13	57
60	88	21
64	50	93
42	49	67
3	82	9
80	59	68
29	80	18
70	29	42
10	34	13
83	1	93
15	96	51
40	93	74
40	46	85
62	67	46
37	89	99
32	7	46
91	39	62
94	34	16
2	93	38
29	18	65
60	35	89
71	36	26
51	29	74
54	45	89
10	8	70
57	75	3
16	26	80
23	47	24
48	3	40
67	55	34
37	35	72
69	68	17
70	87	88
3	37	35
58	75	32
44	79	90
19	97	4
44	48	60
39	65	41
40	55	65
12	99	93
94	96	57
87	58	83
38	83	55
76	43	52
67	40	8
14	4	54
4	68	68
44	99	55
15	31	59
17	68	24
6	95	57
56	68	11
33	41	19
45	86	17
77	59	9
82	42	23
82	86	81
6	23	74
19	88	82
37	16	64
79	15	71
94	9	78
15	61	55
20	48	98
19	11	11
43	88	63
9	91	27
76	74	90
66	92	86
85	90	19
20	73	79
29	51	52
34	20	50
89	1	49
38	21	10
57	59	19
