80	100	100	100
59	52	60
84	83	62
96	97	97
84	92	99
77	95	78
80	78	62
73	54	97
66	84	87
66	53	57
84	87	78
67	59	50
62	57	68
76	58	75
55	91	95
72	90	68
50	96	91
71	67	69
88	59	52
63	99	74
73	96	85
72	67	66
50	75	89
76	69	53
75	98	95
53	85	97
87	71	90
59	96	52
81	54	57
83	62	81
62	80	68
56	93	99
65	70	71
66	83	52
72	63	61
73	65	86
62	57	67
78	97	95
89	65	67
76	55	92
89	74	95
71	51	71
72	94	70
86	58	88
86	77	77
80	74	54
93	76	71
63	55	96
96	56	94
56	61	52
71	95	89
61	80	69
67	77	79
76	55	81
75	53	66
85	58	51
95	68	59
94	54	97
57	90	90
67	97	90
76	64	76
57	73	97
78	90	78
69	62	95
90	63	77
64	84	67
88	79	67
82	65	54
90	86	52
67	66	97
96	73	89
58	90	84
68	92	91
97	94	97
60	65	67
88	86	52
86	64	85
99	57	88
77	82	64
81	64	79
96	99	64
