100	100	100	100
21	33	49
2	35	26
39	24	18
9	32	48
14	23	7
6	18	34
20	12	13
6	46	21
37	21	25
11	7	34
38	23	9
29	18	24
46	35	26
23	31	41
37	28	39
7	4	13
34	42	25
6	30	47
17	46	16
49	47	40
21	12	6
21	32	36
17	8	39
16	28	49
4	9	18
22	16	34
16	39	21
28	37	2
23	32	25
8	31	48
28	26	24
8	25	25
49	17	7
47	38	35
34	24	19
4	12	27
18	32	27
8	20	30
7	27	40
47	7	19
48	49	47
28	21	23
24	24	5
42	9	30
29	40	45
16	40	23
44	13	13
35	34	3
45	1	12
8	28	25
32	49	47
14	5	48
43	36	6
42	19	32
45	19	17
36	41	2
21	18	25
11	37	8
41	14	19
27	48	11
26	19	2
28	15	48
19	5	35
16	30	16
20	22	48
17	38	22
16	42	6
35	38	29
25	47	11
19	8	1
26	13	25
13	14	33
35	44	45
6	30	35
37	38	31
30	31	21
34	49	21
12	40	47
22	29	42
25	10	33
14	43	11
18	46	8
19	28	29
2	45	38
12	23	39
1	12	14
1	30	8
43	38	13
37	11	7
34	24	6
20	34	41
43	36	8
3	46	49
16	19	19
8	29	7
7	26	37
45	7	26
44	34	27
9	28	20
48	42	12
