80	100	100	100
33	1	8
28	32	30
31	6	15
8	13	23
11	33	7
25	23	15
30	3	25
15	23	23
34	13	4
34	21	31
10	7	6
3	23	10
1	2	28
1	27	24
12	33	24
30	13	23
18	7	23
1	4	26
8	10	1
1	5	26
16	13	31
26	32	25
16	17	32
27	12	9
19	27	20
17	22	25
30	29	25
9	6	25
19	33	23
15	24	12
23	19	29
27	17	4
32	5	26
1	28	12
25	32	24
22	25	6
28	31	7
19	1	5
19	11	9
17	18	17
17	29	18
13	22	6
24	9	26
12	3	4
22	15	24
11	26	17
16	3	9
17	24	26
8	26	15
8	7	7
2	11	30
27	21	3
15	30	24
9	14	4
18	30	1
32	32	9
4	9	25
29	22	32
14	15	30
19	5	9
20	22	16
11	25	27
21	19	26
10	18	19
2	30	28
8	18	28
30	13	11
26	2	9
1	23	27
15	2	11
27	10	9
24	34	11
7	21	10
17	21	11
10	5	1
28	20	17
28	17	27
29	8	20
30	25	12
34	29	30
