90	100	100	100
9	9	4
1	6	5
8	2	5
7	7	1
4	3	8
5	2	8
2	5	6
5	8	1
1	6	2
3	4	5
7	4	5
2	2	5
4	6	2
8	6	3
5	3	9
8	3	8
3	3	7
1	9	9
6	8	3
3	5	5
7	2	5
3	7	3
7	1	5
8	1	4
3	2	5
6	4	5
5	1	4
8	4	2
5	4	9
9	7	7
6	6	1
1	7	1
8	8	5
9	5	8
8	7	7
9	7	5
2	2	8
5	9	7
2	8	9
2	9	8
9	7	2
1	6	2
7	4	8
6	6	9
8	7	1
6	5	7
9	2	9
9	6	1
5	3	9
6	8	7
9	7	8
5	6	3
6	3	7
3	7	5
3	8	8
4	1	9
1	5	8
7	9	8
2	3	3
5	7	2
7	9	3
1	9	2
7	2	9
8	6	2
4	6	3
4	5	2
1	1	7
2	9	1
6	8	3
3	4	2
4	9	8
5	1	7
6	9	7
2	6	3
1	6	1
4	4	2
3	2	3
8	3	3
7	2	1
4	5	5
4	9	3
3	2	1
1	9	9
6	4	1
7	8	6
9	8	5
1	2	2
3	9	7
4	4	8
2	5	6
