100	100	100	100
4	41	14
40	5	9
8	7	7
9	37	9
11	5	46
46	43	26
45	27	31
42	16	13
7	18	23
43	8	32
42	45	43
35	41	46
13	20	7
36	5	7
23	40	9
36	41	12
42	25	19
41	11	28
43	44	32
26	38	35
13	39	45
44	22	9
24	20	2
4	48	43
22	37	19
24	36	14
8	13	3
36	12	20
38	23	20
43	16	6
38	38	48
32	32	44
44	20	19
46	11	8
45	47	47
45	17	31
24	41	27
18	46	14
46	12	34
44	4	15
19	22	48
17	44	43
16	48	34
7	18	16
41	13	36
46	21	11
11	20	12
17	1	46
33	40	34
33	19	23
7	32	4
18	49	5
6	35	10
1	11	12
43	6	30
45	10	43
4	26	45
41	49	2
23	40	28
23	10	21
25	22	12
45	7	1
40	34	32
48	43	6
41	10	22
46	4	37
26	12	16
2	49	37
27	47	48
15	15	16
48	41	22
12	19	43
32	39	32
35	31	5
43	7	25
32	36	40
15	14	13
4	43	24
48	26	45
12	8	46
49	7	40
27	4	45
40	12	24
42	44	35
24	24	40
7	30	32
13	38	23
30	1	45
39	46	16
36	28	42
28	31	24
20	33	14
30	46	24
10	43	2
6	23	42
11	7	37
13	1	49
4	45	17
2	48	32
31	1	38
