90	100	100	100
21	28	7
39	43	8
8	36	41
46	15	31
9	42	38
8	41	25
43	15	36
15	35	2
10	27	16
33	2	5
46	7	48
4	36	32
30	19	2
5	41	44
7	36	27
24	5	7
12	42	13
11	23	19
2	3	17
23	16	48
26	42	8
5	28	45
29	32	16
37	19	23
28	16	15
2	47	12
41	26	13
39	4	39
26	29	11
29	5	40
6	9	16
17	32	4
44	33	42
38	8	21
41	10	19
16	6	23
27	22	27
32	27	47
7	30	8
29	7	49
45	35	43
10	10	12
49	1	33
37	43	13
43	4	31
16	6	46
8	31	49
3	26	46
24	18	1
1	43	9
12	42	30
14	38	46
11	14	21
19	43	41
42	8	15
3	40	49
46	2	30
7	9	7
5	39	5
43	36	15
3	7	1
41	2	35
25	47	29
18	13	14
14	34	27
16	16	34
46	44	27
29	4	19
49	23	14
27	21	42
33	24	17
16	7	4
40	34	49
10	36	6
14	21	43
3	24	35
41	18	1
28	30	41
30	6	30
48	2	7
30	7	1
25	41	6
2	27	27
11	27	41
4	4	48
28	12	9
42	10	21
12	30	39
32	40	44
25	10	9
