90	13000	3000	1200
2340	784	655
4242	534	641
3576	735	620
2444	567	576
4755	864	532
3452	725	786
4044	538	716
2438	744	648
3271	811	757
4980	687	766
4484	776	772
4136	845	563
4893	598	503
2791	747	642
4844	865	614
3274	783	749
4985	778	606
2407	711	519
3304	691	712
3718	683	601
2202	718	746
3753	569	729
4179	733	771
2763	530	791
4835	524	550
2471	696	725
4568	713	659
2528	552	641
4572	795	675
3869	641	594
3384	878	670
3445	888	615
4758	847	738
3549	604	785
4026	764	533
3614	632	790
4164	530	611
3228	687	664
2698	847	727
4084	580	511
4377	871	563
4677	626	524
4352	758	765
2881	573	799
2078	854	703
4196	766	638
4471	868	501
4836	809	753
2793	678	657
4977	538	591
4163	617	740
4980	725	570
4056	680	776
3257	830	581
4818	677	659
2765	641	656
4241	627	600
4991	631	559
4787	869	756
3462	594	537
3062	838	557
2694	812	504
2044	775	703
3580	597	593
2774	635	527
2217	715	587
3556	825	555
2522	821	749
2943	810	539
2408	660	554
3289	680	567
2935	517	672
3887	690	522
3398	537	631
3519	638	768
4703	519	651
3579	637	693
2477	587	702
4863	502	518
4817	584	641
2178	655	655
3910	731	636
3914	701	715
3773	683	513
3884	850	583
2583	580	530
3567	634	569
2680	843	586
2909	753	555
2439	549	606
