90	13000	3000	1200
2003	891	771
4741	825	646
4015	597	508
4472	752	749
3343	830	539
4787	690	688
3070	686	771
4864	625	546
3003	819	777
4981	658	573
4757	887	798
2534	541	775
4551	619	740
2205	678	644
3977	862	500
4843	571	593
4777	636	741
2643	634	513
3640	697	622
2456	564	662
2020	894	696
2317	808	540
3257	782	658
4260	747	532
2185	880	799
2085	606	743
4892	707	724
3258	523	799
2802	558	675
2655	792	576
2412	602	797
4889	723	585
2452	677	686
3094	666	705
4508	672	717
2678	721	510
3964	799	627
4106	545	570
2351	511	748
4533	584	513
2113	666	720
3487	839	727
4685	773	563
2049	867	799
2314	622	515
2047	878	588
4460	875	535
3130	551	618
2001	756	601
4073	781	746
2537	717	671
3505	868	698
3380	838	516
2443	818	662
2247	664	521
3865	510	662
2661	869	718
3933	677	707
3465	699	680
2437	650	527
4073	809	694
3990	590	701
3240	893	601
4527	854	631
3747	882	506
4046	590	643
4260	691	519
2635	779	765
4875	832	657
2477	568	719
2058	598	696
4849	517	601
4471	549	795
3284	540	539
4521	724	672
2712	881	699
4810	861	707
2386	741	588
3124	551	747
4317	829	641
4803	558	637
2941	583	535
2436	593	629
2907	603	660
4295	502	635
3085	560	529
2687	712	799
4187	685	754
2026	828	614
4822	589	785
