90	100	100	100
56	63	69
96	89	78
83	56	75
63	56	58
69	56	74
82	82	65
59	82	83
76	50	97
91	67	88
95	59	77
97	67	89
65	52	82
72	53	84
84	59	69
52	93	59
67	93	56
78	57	68
61	67	97
71	96	58
90	69	53
57	76	88
57	86	55
70	89	63
93	84	64
65	82	70
51	74	95
88	50	94
69	76	64
83	55	51
61	52	91
72	66	80
52	93	82
69	60	84
50	86	69
86	67	74
53	83	71
54	63	79
71	87	97
57	93	56
51	83	53
70	60	54
71	89	69
84	76	78
67	71	50
84	77	63
96	81	58
50	99	92
50	89	97
86	92	75
99	68	91
75	96	70
69	77	70
60	77	75
69	56	88
74	61	88
85	67	52
62	91	53
76	62	99
84	65	75
54	72	67
80	73	58
76	96	58
79	85	84
66	55	85
59	84	85
81	64	94
82	82	86
58	57	52
83	82	83
85	50	76
99	71	65
93	61	59
90	65	80
56	53	92
56	50	88
72	78	56
58	50	65
89	59	51
96	98	89
55	91	50
87	66	91
73	51	85
69	74	77
69	77	98
72	97	59
89	79	98
77	57	95
85	94	84
62	65	69
87	90	60
