100	100	100	100
86	50	99
84	6	2
91	34	27
44	88	89
98	54	13
65	75	59
90	96	9
26	63	45
19	75	87
97	50	71
33	58	81
2	17	27
57	41	16
87	45	10
10	35	43
39	55	87
48	15	47
25	55	33
19	49	76
79	72	30
74	64	78
7	32	62
87	27	47
43	9	12
79	23	77
86	11	43
6	34	12
40	53	31
22	25	75
52	62	57
87	52	47
72	95	7
69	33	89
95	52	58
26	42	5
47	92	56
58	84	6
46	18	16
72	64	90
59	23	46
94	80	73
69	51	70
77	33	17
10	45	89
66	26	4
64	23	99
45	68	57
41	34	55
47	52	70
78	55	49
45	62	19
63	75	87
18	44	26
22	99	46
8	6	36
53	99	15
70	60	32
22	8	92
37	47	88
85	26	46
33	23	24
23	25	54
76	20	46
40	95	7
83	79	1
34	44	52
5	65	14
35	70	35
35	84	81
36	24	64
53	52	58
75	79	8
25	73	20
33	8	8
58	73	34
78	95	84
2	80	22
50	64	35
50	64	84
88	81	54
14	24	63
38	81	33
66	83	38
16	52	4
79	81	15
96	58	37
28	33	57
21	16	21
60	28	98
45	25	67
49	14	2
10	59	90
81	52	4
60	20	22
99	82	98
45	38	95
65	13	1
11	20	87
99	47	65
5	63	29
