80	100	100	100
6	6	1
22	25	37
41	45	48
3	13	8
13	3	16
41	30	31
23	40	18
13	29	47
45	16	41
36	42	7
3	21	4
37	43	3
25	29	14
6	37	48
33	44	9
40	44	25
6	12	33
13	8	37
38	9	32
33	19	11
44	43	48
35	41	25
22	48	10
13	7	26
3	33	21
34	27	16
10	34	10
42	12	20
25	38	47
16	47	17
17	44	13
37	20	30
30	13	40
2	46	40
30	32	7
10	48	17
34	18	28
33	7	1
34	7	43
31	39	44
35	1	11
2	4	41
11	15	5
24	37	45
31	43	44
39	45	42
33	1	45
27	45	39
45	22	2
32	28	20
29	13	25
49	14	35
8	47	16
17	37	13
19	13	33
7	6	14
36	17	16
15	29	11
36	20	25
15	16	39
18	37	9
17	20	36
24	32	38
15	9	13
7	38	32
3	41	12
43	21	1
10	24	11
12	46	30
10	37	30
42	18	35
9	45	20
15	42	32
43	10	26
34	9	39
29	30	45
11	17	9
34	3	3
18	5	20
49	29	18
