90	100	100	100
5	2	9
1	8	6
2	6	7
3	2	5
2	8	8
9	7	7
2	8	3
3	5	1
5	7	3
5	4	9
8	1	3
8	8	6
1	8	9
2	6	9
6	2	1
5	1	1
7	1	1
3	1	1
4	3	9
1	9	2
8	2	5
3	3	3
5	5	3
4	2	7
3	5	1
3	7	6
1	8	1
2	5	8
6	4	1
6	8	3
7	8	6
9	1	8
2	5	3
2	2	4
2	4	6
1	2	1
1	7	5
9	5	6
4	3	5
5	7	4
1	4	9
1	8	6
7	2	1
9	8	6
1	7	9
2	9	7
3	6	7
9	9	7
8	8	2
5	1	3
5	6	8
3	5	7
5	3	3
2	8	8
8	2	1
9	6	5
3	2	2
5	3	8
7	5	2
6	9	9
5	7	4
8	2	3
5	9	7
7	7	7
6	3	1
6	8	3
4	1	1
6	5	3
7	9	1
4	8	8
2	1	4
5	4	2
7	6	4
7	4	3
7	4	9
5	1	7
3	9	1
3	5	4
1	3	6
9	4	1
7	9	6
8	7	1
1	5	4
8	2	6
7	9	2
2	2	7
2	6	3
7	5	2
1	8	2
1	6	9
