70	100	100	100
33	89	94
38	76	66
29	92	80
3	89	91
25	95	79
14	96	96
8	77	92
12	95	85
45	71	66
40	95	85
2	81	70
7	77	97
49	83	72
11	86	78
37	76	77
6	79	87
37	94	73
18	93	71
10	73	98
42	97	89
27	66	67
8	74	97
26	87	71
46	68	70
25	94	78
40	67	83
49	82	97
38	98	66
43	66	94
28	90	88
43	89	78
6	97	93
36	77	86
8	69	87
16	94	83
19	84	89
8	66	77
14	66	82
29	88	69
43	92	79
30	77	70
13	68	88
24	68	69
36	82	98
12	78	82
33	71	95
45	75	90
10	77	76
21	71	97
46	84	70
8	93	79
4	91	97
36	85	74
43	69	96
44	86	94
12	74	89
48	83	87
19	83	68
15	89	70
21	87	87
1	73	91
6	72	84
5	88	83
4	74	69
33	99	98
32	77	68
7	93	69
27	73	76
31	85	86
5	85	80
